CNN,streetname,from_st,to_st,cardinal,addrange,limits,location,theOrder
32984000,PORTOLA DR,CORBETT AVE \ CUESTA CT,,,,CORBETT AVE \ CUESTA CT intersection,,26764
32979000,PORTOLA DR,END,,,,END intersection,,26766
32977000,PORTOLA DR,MARKET ST,,,,MARKET ST intersection,,26768
32978000,PORTOLA DR,FENTON LN,,,,FENTON LN intersection,,26771
22341000,PORTOLA DR,BURNETT AVE \ DIAMOND HEIGHTS BLVD,,,,BURNETT AVE \ DIAMOND HEIGHTS BLVD intersection,,26773
33498000,PORTOLA DR,GLENVIEW DR,,,,GLENVIEW DR intersection,,26776
32982000,PORTOLA DR,END,,,,END intersection,,26778
22435000,PORTOLA DR,TWIN PEAKS BLVD,,,,TWIN PEAKS BLVD intersection,,26781
22436000,PORTOLA DR,OSHAUGHNESSY BLVD \ WOODSIDE AVE,,,,OSHAUGHNESSY BLVD \ WOODSIDE AVE intersection,,26784
22437000,PORTOLA DR,TERESITA BLVD,,,,TERESITA BLVD intersection,,26787
22424000,PORTOLA DR,FOWLER AVE \ SYDNEY WAY,,,,FOWLER AVE \ SYDNEY WAY intersection,,26789
22433000,PORTOLA DR,EVELYN WAY,,,,EVELYN WAY intersection,,26792
33593000,PORTOLA DR,UNNAMED 039,,,,UNNAMED 039 intersection,,26795
22840000,PORTOLA DR,LAGUNA HONDA BLVD,,,,LAGUNA HONDA BLVD intersection,,26797
22432000,PORTOLA DR,DEL SUR AVE,,,,DEL SUR AVE intersection,,26800
22845000,PORTOLA DR,REX AVE,,,,REX AVE intersection,,26802
22827000,PORTOLA DR,MARNE AVE,,,,MARNE AVE intersection,,26804
22828000,PORTOLA DR,KENSINGTON WAY \ MIRALOMA DR,,,,KENSINGTON WAY \ MIRALOMA DR intersection,,26806
22837000,PORTOLA DR,WAITHMAN WAY,,,,WAITHMAN WAY intersection,,26808
22830000,PORTOLA DR,GRANVILLE WAY \ SAN PABLO AVE,,,,GRANVILLE WAY \ SAN PABLO AVE intersection,,26811
22836000,PORTOLA DR,SANTA PAULA AVE,,,,SANTA PAULA AVE intersection,,26814
22920000,PORTOLA DR,SAN LORENZO WAY,,,,SAN LORENZO WAY intersection,,26816
22921000,PORTOLA DR,CLAREMONT BLVD \ PORTAL PATH,,,,CLAREMONT BLVD \ PORTAL PATH intersection,,26818
22835000,PORTOLA DR,DORCHESTER WAY,,,,DORCHESTER WAY intersection,,26820
22924000,PORTOLA DR,SANTA CLARA AVE \ VICENTE ST,,,,SANTA CLARA AVE \ VICENTE ST intersection,,26823
22923000,PORTOLA DR,TERRACE DR,,,,TERRACE DR intersection,,26826
22943000,PORTOLA DR,14TH AVE \ SAN ANSELMO AVE \ SANTA ANA AVE,,,,14TH AVE \ SAN ANSELMO AVE \ SANTA ANA AVE intersection,,26828
32981000,PORTOLA DR,SUNVIEW DR,,,,SUNVIEW DR intersection,,26831
22413000,PORTOLA DR,GLENVIEW DR,,,,GLENVIEW DR intersection,,26833
50631000,PORTOLA DR,END,,,,END intersection,,26835
22933000,PORTOLA DR,SAN LEANDRO WAY,,,,SAN LEANDRO WAY intersection,,26837
22939000,PORTOLA DR,SAN FERNANDO WAY,,,,SAN FERNANDO WAY intersection,,26839
23141000,PORTOLA DR,JUNIPERO SERRA BLVD \ SAINT FRANCIS BLVD \ SLOAT BLVD \ WEST PORTAL AVE,,,,JUNIPERO SERRA BLVD \ SAINT FRANCIS BLVD \ SLOAT BLVD \ WEST PORTAL AVE intersection,,26841
33004000,PORTOLA DR,15TH AVE,,,,15TH AVE intersection,,26843
51248000,PORTOLA ST,RODRIGUEZ ST,,,,RODRIGUEZ ST intersection,,26845
51412000,PORTOLA ST,END,,,,END intersection,,26847
51249000,PORTOLA ST,MORTON ST,,,,MORTON ST intersection,,26848
54140000,PORTOLA ST,MCRAE ST,,,,MCRAE ST intersection,,26850
54141000,PORTOLA ST,MCRAE ST,,,,MCRAE ST intersection,,26852
51251000,PORTOLA ST,MACARTHUR AVE,,,,MACARTHUR AVE intersection,,26854
24623000,POST ST,MONTGOMERY ST,,,,MONTGOMERY ST intersection,,26856
54164000,POST ST,LICK PL,,,,LICK PL intersection,,26858
24644000,POST ST,KEARNY ST,,,,KEARNY ST intersection,,26860
24658000,POST ST,ROBERT KIRK LN,,,,ROBERT KIRK LN intersection,,26862
24660000,POST ST,GRANT AVE,,,,GRANT AVE intersection,,26864
24908000,POST ST,STOCKTON ST,,,,STOCKTON ST intersection,,26866
24918000,POST ST,POWELL ST,,,,POWELL ST intersection,,26868
24919000,POST ST,MASON ST,,,,MASON ST intersection,,26870
24952000,POST ST,TAYLOR ST,,,,TAYLOR ST intersection,,26872
24953000,POST ST,TRADER VIC ALY,,,,TRADER VIC ALY intersection,,26874
30053000,POST ST,SHANNON ST,,,,SHANNON ST intersection,,26876
24964000,POST ST,OPHIR ALY,,,,OPHIR ALY intersection,,26878
24965000,POST ST,JONES ST,,,,JONES ST intersection,,26880
25157000,POST ST,LEAVENWORTH ST,,,,LEAVENWORTH ST intersection,,26882
25156000,POST ST,HYDE ST,,,,HYDE ST intersection,,26884
25168000,POST ST,MEACHAM PL,,,,MEACHAM PL intersection,,26886
25167000,POST ST,LARKIN ST,,,,LARKIN ST intersection,,26888
25200000,POST ST,POLK ST,,,,POLK ST intersection,,26890
25215000,POST ST,VAN NESS AVE,,,,VAN NESS AVE intersection,,26892
25216000,POST ST,FRANKLIN ST \ PETER YORKE WAY,,,,FRANKLIN ST \ PETER YORKE WAY intersection,,26894
26501000,POST ST,GOUGH ST,,,,GOUGH ST intersection,,26896
26505000,POST ST,LAGUNA ST,,,,LAGUNA ST intersection,,26898
26522000,POST ST,BUCHANAN ST,,,,BUCHANAN ST intersection,,26900
26591000,POST ST,WEBSTER ST,,,,WEBSTER ST intersection,,26902
26592000,POST ST,FILLMORE ST,,,,FILLMORE ST intersection,,26904
26597000,POST ST,AVERY ST,,,,AVERY ST intersection,,26906
26614000,POST ST,STEINER ST,,,,STEINER ST intersection,,26908
26615000,POST ST,PIERCE ST,,,,PIERCE ST intersection,,26910
26622000,POST ST,SCOTT ST,,,,SCOTT ST intersection,,26912
26623000,POST ST,DIVISADERO ST,,,,DIVISADERO ST intersection,,26914
26807000,POST ST,ERKSON CT,,,,ERKSON CT intersection,,26916
26806000,POST ST,BRODERICK ST,,,,BRODERICK ST intersection,,26918
26814000,POST ST,BAKER ST,,,,BAKER ST intersection,,26920
26831000,POST ST,LYON ST,,,,LYON ST intersection,,26922
26838000,POST ST,PRESIDIO AVE,,,,PRESIDIO AVE intersection,,26924
50373000,POTOMAC ST,END,,,,END intersection,,26925
25990000,POTOMAC ST,WALLER ST,,,,WALLER ST intersection,,26927
24190000,POTRERO AVE,10TH ST \ BRANNAN ST \ DIVISION ST,,,,10TH ST \ BRANNAN ST \ DIVISION ST intersection,,26928
24189000,POTRERO AVE,ALAMEDA ST,,,,ALAMEDA ST intersection,,26930
24186000,POTRERO AVE,15TH ST,,,,15TH ST intersection,,26932
24022000,POTRERO AVE,16TH ST,,,,16TH ST intersection,,26934
24020000,POTRERO AVE,17TH ST,,,,17TH ST intersection,,26936
24019000,POTRERO AVE,MARIPOSA ST,,,,MARIPOSA ST intersection,,26938
24004000,POTRERO AVE,18TH ST,,,,18TH ST intersection,,26940
24003000,POTRERO AVE,19TH ST,,,,19TH ST intersection,,26943
24001000,POTRERO AVE,20TH ST,,,,20TH ST intersection,,26946
24000000,POTRERO AVE,21ST ST,,,,21ST ST intersection,,26949
23967000,POTRERO AVE,22ND ST,,,,22ND ST intersection,,26952
23964000,POTRERO AVE,22ND ST,,,,22ND ST intersection,,26955
23963000,POTRERO AVE,23RD ST,,,,23RD ST intersection,,26958
23962000,POTRERO AVE,23RD ST,,,,23RD ST intersection,,26961
23953000,POTRERO AVE,24TH ST,,,,24TH ST intersection,,26964
23952000,POTRERO AVE,25TH ST,,,,25TH ST intersection,,26966
23949000,POTRERO AVE,25TH ST \ CESAR CHAVEZ ON RAMP,,,,25TH ST \ CESAR CHAVEZ ON RAMP intersection,,26968
51761000,POTRERO AVE,BAY SHORE BLVD OFF RAMP \ HWY 101 S OFF RAMP,,,,BAY SHORE BLVD OFF RAMP \ HWY 101 S OFF RAMP intersection,,26970
51760000,POTRERO AVE,BAY SHORE BLVD ON RAMP \ HWY 101 S ON RAMP,,,,BAY SHORE BLVD ON RAMP \ HWY 101 S ON RAMP intersection,,26972
50350000,POWELL ST,EDDY ST,,,,EDDY ST intersection,,26973
24894000,POWELL ST,ELLIS ST,,,,ELLIS ST intersection,,26975
34016000,POWELL ST,MARKET ST,,,,MARKET ST intersection,,26976
24904000,POWELL ST,OFARRELL ST,,,,OFARRELL ST intersection,,26979
24903000,POWELL ST,GEARY ST,,,,GEARY ST intersection,,26981
24918000,POWELL ST,POST ST,,,,POST ST intersection,,26983
24909000,POWELL ST,SUTTER ST,,,,SUTTER ST intersection,,26985
24921000,POWELL ST,ANSON PL,,,,ANSON PL intersection,,26987
24976000,POWELL ST,BUSH ST,,,,BUSH ST intersection,,26989
25000000,POWELL ST,FELLA PL,,,,FELLA PL intersection,,26991
25003000,POWELL ST,PINE ST,,,,PINE ST intersection,,26993
25002000,POWELL ST,CALIFORNIA ST,,,,CALIFORNIA ST intersection,,26995
25013000,POWELL ST,SACRAMENTO ST,,,,SACRAMENTO ST intersection,,26997
25014000,POWELL ST,CLAY ST,,,,CLAY ST intersection,,26999
25048000,POWELL ST,WASHINGTON ST,,,,WASHINGTON ST intersection,,27001
25049000,POWELL ST,JACKSON ST,,,,JACKSON ST intersection,,27003
25062000,POWELL ST,JOHN ST,,,,JOHN ST intersection,,27005
25064000,POWELL ST,PACIFIC AVE,,,,PACIFIC AVE intersection,,27007
25063000,POWELL ST,FISHER ALY,,,,FISHER ALY intersection,,27009
25111000,POWELL ST,BROADWAY \ ROBERT C LEVY TUNL,,,,BROADWAY \ ROBERT C LEVY TUNL intersection,,27011
25411000,POWELL ST,VALLEJO ST,,,,VALLEJO ST intersection,,27013
25412000,POWELL ST,GREEN ST,,,,GREEN ST intersection,,27015
25423000,POWELL ST,UNION ST,,,,UNION ST intersection,,27017
25424000,POWELL ST,COLUMBUS AVE,,,,COLUMBUS AVE intersection,,27019
25425000,POWELL ST,FILBERT ST,,,,FILBERT ST intersection,,27021
25451000,POWELL ST,GREENWICH ST,,,,GREENWICH ST intersection,,27023
25453000,POWELL ST,LOMBARD ST,,,,LOMBARD ST intersection,,27025
25455000,POWELL ST,CHESTNUT ST,,,,CHESTNUT ST intersection,,27027
25458000,POWELL ST,FRANCISCO ST,,,,FRANCISCO ST intersection,,27029
25460000,POWELL ST,VANDEWATER ST,,,,VANDEWATER ST intersection,,27031
25461000,POWELL ST,BAY ST,,,,BAY ST intersection,,27033
25480000,POWELL ST,NORTH POINT ST,,,,NORTH POINT ST intersection,,27035
25479000,POWELL ST,BEACH ST,,,,BEACH ST intersection,,27037
25484000,POWELL ST,JEFFERSON ST \ THE EMBARCADERO,,,,JEFFERSON ST \ THE EMBARCADERO intersection,,27039
21339000,POWERS AVE,MISSION ST,,,,MISSION ST intersection,,27040
21334000,POWERS AVE,COLERIDGE ST,,,,COLERIDGE ST intersection,,27042
21275000,POWHATTAN AVE,BOCANA ST,,,,BOCANA ST intersection,,27043
21274000,POWHATTAN AVE,WOOL ST,,,,WOOL ST intersection,,27045
21223000,POWHATTAN AVE,ANDOVER ST,,,,ANDOVER ST intersection,,27047
21268000,POWHATTAN AVE,MOULTRIE ST,,,,MOULTRIE ST intersection,,27049
21211000,POWHATTAN AVE,ANDERSON ST,,,,ANDERSON ST intersection,,27051
21156000,POWHATTAN AVE,ELLSWORTH ST,,,,ELLSWORTH ST intersection,,27053
21155000,POWHATTAN AVE,GATES ST,,,,GATES ST intersection,,27055
21153000,POWHATTAN AVE,FOLSOM ST,,,,FOLSOM ST intersection,,27057
21082000,POWHATTAN AVE,BANKS ST,,,,BANKS ST intersection,,27059
21146000,POWHATTAN AVE,PRENTISS ST,,,,PRENTISS ST intersection,,27061
21067000,POWHATTAN AVE,NEVADA ST,,,,NEVADA ST intersection,,27063
33294000,POWHATTAN AVE,BERNAL HEIGHTS BLVD \ NEVADA ST,,,,BERNAL HEIGHTS BLVD \ NEVADA ST intersection,,27065
21143000,POWHATTAN AVE,ROSENKRANZ ST,,,,ROSENKRANZ ST intersection,,27067
33296000,POWHATTAN AVE,NEBRASKA ST,,,,NEBRASKA ST intersection,,27069
33297000,POWHATTAN AVE,CARVER ST,,,,CARVER ST intersection,,27071
21039000,POWHATTAN AVE,BRADFORD ST,,,,BRADFORD ST intersection,,27073
21097000,POWHATTAN AVE,PERALTA AVE,,,,PERALTA AVE intersection,,27075
33299000,POWHATTAN AVE,FRANCONIA ST,,,,FRANCONIA ST intersection,,27077
52436000,POWHATTAN AVE,HOLLADAY AVE,,,,HOLLADAY AVE intersection,,27079
26988000,PRADO ST,CERVANTES BLVD,,,,CERVANTES BLVD intersection,,27080
26987000,PRADO ST,AVILA ST,,,,AVILA ST intersection,,27082
26997000,PRADO ST,SCOTT ST,,,,SCOTT ST intersection,,27084
52216000,PRAGUE ST,EXCELSIOR AVE,,,,EXCELSIOR AVE intersection,,27085
21616000,PRAGUE ST,BRAZIL AVE,,,,BRAZIL AVE intersection,,27087
21626000,PRAGUE ST,PERSIA AVE,,,,PERSIA AVE intersection,,27089
21624000,PRAGUE ST,RUSSIA AVE,,,,RUSSIA AVE intersection,,27091
50976000,PRAGUE ST,END,,,,END intersection,,27093
21379000,PRAGUE ST,GENEVA AVE,,,,GENEVA AVE intersection,,27094
21386000,PRAGUE ST,SOUTH HILL BLVD,,,,SOUTH HILL BLVD intersection,,27096
21391000,PRAGUE ST,ROLPH ST,,,,ROLPH ST intersection,,27098
21390000,PRAGUE ST,NAYLOR ST,,,,NAYLOR ST intersection,,27100
21393000,PRAGUE ST,CORDOVA ST,,,,CORDOVA ST intersection,,27102
21415000,PRAGUE ST,DRAKE ST,,,,DRAKE ST intersection,,27104
21419000,PRAGUE ST,CURTIS ST,,,,CURTIS ST intersection,,27106
33361000,PRAGUE ST,WINDING WAY,,,,WINDING WAY intersection,,27108
21452000,PRAGUE ST,POPE ST \ WINDING WAY,,,,POPE ST \ WINDING WAY intersection,,27110
50235000,PRATT PL,END,,,,END intersection,,27111
30769000,PRATT PL,CALIFORNIA ST,,,,CALIFORNIA ST intersection,,27113
21340000,PRECITA AVE,MISSION ST,,,,MISSION ST intersection,,27114
21295000,PRECITA AVE,COSO AVE,,,,COSO AVE intersection,,27116
53020000,PRECITA AVE,EMMETT CT,,,,EMMETT CT intersection,,27118
21291000,PRECITA AVE,SHOTWELL ST,,,,SHOTWELL ST intersection,,27120
21172000,PRECITA AVE,FOLSOM ST,,,,FOLSOM ST intersection,,27122
21171000,PRECITA AVE,HARRISON ST,,,,HARRISON ST intersection,,27124
21140000,PRECITA AVE,ALABAMA ST,,,,ALABAMA ST intersection,,27126
21134000,PRECITA AVE,FLORIDA ST,,,,FLORIDA ST intersection,,27128
21175000,PRECITA AVE,BESSIE ST \ FOLSOM ST,,,,BESSIE ST \ FOLSOM ST intersection,,27129
21159000,PRECITA AVE,TREAT AVE,,,,TREAT AVE intersection,,27131
21168000,PRECITA AVE,HARRISON ST,,,,HARRISON ST intersection,,27133
21165000,PRECITA AVE,ALABAMA ST,,,,ALABAMA ST intersection,,27135
21136000,PRECITA AVE,BRYANT ST,,,,BRYANT ST intersection,,27138
21125000,PRECITA AVE,CESAR CHAVEZ ST \ YORK ST,,,,CESAR CHAVEZ ST \ YORK ST intersection,,27140
50917000,PRENTISS ST,END,,,,END intersection,,27141
21147000,PRENTISS ST,CHAPMAN ST,,,,CHAPMAN ST intersection,,27143
21146000,PRENTISS ST,POWHATTAN AVE,,,,POWHATTAN AVE intersection,,27145
21070000,PRENTISS ST,EUGENIA AVE,,,,EUGENIA AVE intersection,,27147
21068000,PRENTISS ST,CORTLAND AVE,,,,CORTLAND AVE intersection,,27149
21064000,PRENTISS ST,JARBOE AVE,,,,JARBOE AVE intersection,,27151
21073000,PRENTISS ST,TOMPKINS AVE,,,,TOMPKINS AVE intersection,,27153
21051000,PRENTISS ST,OGDEN AVE,,,,OGDEN AVE intersection,,27155
21044000,PRENTISS ST,CRESCENT AVE,,,,CRESCENT AVE intersection,,27157
50162000,PRESCOTT CT,END,,,,END intersection,,27158
24823000,PRESCOTT CT,VALLEJO ST,,,,VALLEJO ST intersection,,27160
26956000,PRESIDIO AVE,PACIFIC AVE \ PRESIDIO BLVD,,,,PACIFIC AVE \ PRESIDIO BLVD intersection,,27161
26953000,PRESIDIO AVE,JACKSON ST,,,,JACKSON ST intersection,,27163
26952000,PRESIDIO AVE,WASHINGTON ST,,,,WASHINGTON ST intersection,,27165
26850000,PRESIDIO AVE,CLAY ST,,,,CLAY ST intersection,,27167
26849000,PRESIDIO AVE,SACRAMENTO ST,,,,SACRAMENTO ST intersection,,27169
26846000,PRESIDIO AVE,CALIFORNIA ST,,,,CALIFORNIA ST intersection,,27171
26844000,PRESIDIO AVE,MASONIC AVE \ PINE ST,,,,MASONIC AVE \ PINE ST intersection,,27173
26840000,PRESIDIO AVE,BUSH ST \ EUCLID AVE,,,,BUSH ST \ EUCLID AVE intersection,,27175
26839000,PRESIDIO AVE,SUTTER ST,,,,SUTTER ST intersection,,27177
26838000,PRESIDIO AVE,POST ST,,,,POST ST intersection,,27179
26834000,PRESIDIO AVE,GEARY BLVD,,,,GEARY BLVD intersection,,27181
51191000,PRESIDIO BLVD,END,,,,END intersection,,27182
26956000,PRESIDIO BLVD,PACIFIC AVE \ PRESIDIO AVE,,,,PACIFIC AVE \ PRESIDIO AVE intersection,,27184
51192000,PRESIDIO BLVD,WEST PACIFIC AVE,,,,WEST PACIFIC AVE intersection,,27185
51198000,PRESIDIO BLVD,RAWLES ST,,,,RAWLES ST intersection,,27187
51202000,PRESIDIO BLVD,SHAFTER RD,,,,SHAFTER RD intersection,,27189
51203000,PRESIDIO BLVD,SIMONDS LOOP,,,,SIMONDS LOOP intersection,,27191
51211000,PRESIDIO BLVD,LIGGETT AVE \ SIMONDS LOOP \ SUMNER AVE,,,,LIGGETT AVE \ SIMONDS LOOP \ SUMNER AVE intersection,,27193
51210000,PRESIDIO BLVD,SHERMAN RD,,,,SHERMAN RD intersection,,27195
51209000,PRESIDIO BLVD,LOMBARD ST,,,,LOMBARD ST intersection,,27197
51243000,PRESIDIO BLVD,LETTERMAN DR \ LINCOLN BLVD,,,,LETTERMAN DR \ LINCOLN BLVD intersection,,27199
51245000,PRESIDIO BLVD,MACARTHUR AVE,,,,MACARTHUR AVE intersection,,27201
51244000,PRESIDIO BLVD,BARNARD AVE \ MARTINEZ ST,,,,BARNARD AVE \ MARTINEZ ST intersection,,27203
51269000,PRESIDIO BLVD,FUNSTON AVE,,,,FUNSTON AVE intersection,,27205
51234000,PRESIDIO BLVD,MESA ST,,,,MESA ST intersection,,27207
27575000,PRESIDIO TER,ARGUELLO BLVD \ WASHINGTON ST,,,,ARGUELLO BLVD \ WASHINGTON ST intersection,,27209
33637000,PRESIDIO TER,END,,,,END intersection,,27211
21459000,PRETOR WAY,CONCORD ST,,,,CONCORD ST intersection,,27213
21465000,PRETOR WAY,GUTTENBERG ST,,,,GUTTENBERG ST intersection,,27215
50253000,PRIEST ST,END,,,,END intersection,,27216
25244000,PRIEST ST,WASHINGTON ST,,,,WASHINGTON ST intersection,,27218
20973000,PRINCETON ST,SWEENY ST,,,,SWEENY ST intersection,,27219
33330000,PRINCETON ST,TULANE ST,,,,TULANE ST intersection,,27221
20970000,PRINCETON ST,SILVER AVE,,,,SILVER AVE intersection,,27223
20966000,PRINCETON ST,SILLIMAN ST,,,,SILLIMAN ST intersection,,27225
20955000,PRINCETON ST,FELTON ST,,,,FELTON ST intersection,,27227
50946000,PRINCETON ST,END,,,,END intersection,,27229
50945000,PRINCETON ST,CAMPUS LN,,,,CAMPUS LN intersection,,27230
20950000,PRINCETON ST,BACON ST,,,,BACON ST intersection,,27232
20884000,PRINCETON ST,BACON ST,,,,BACON ST intersection,,27233
20881000,PRINCETON ST,WAYLAND ST,,,,WAYLAND ST intersection,,27235
33143000,PROGRESS ST,WHITNEY YOUNG CIR,,,,WHITNEY YOUNG CIR intersection,,27236
50779000,PROGRESS ST,END,,,,END intersection,,27238
21298000,PROSPECT AVE,COSO AVE,,,,COSO AVE intersection,,27239
33300000,PROSPECT AVE,FAIR AVE,,,,FAIR AVE intersection,,27241
21299000,PROSPECT AVE,ESMERALDA AVE,,,,ESMERALDA AVE intersection,,27243
21317000,PROSPECT AVE,VIRGINIA AVE,,,,VIRGINIA AVE intersection,,27245
21316000,PROSPECT AVE,HEYMAN AVE,,,,HEYMAN AVE intersection,,27247
21313000,PROSPECT AVE,EUGENIA AVE,,,,EUGENIA AVE intersection,,27249
21322000,PROSPECT AVE,KINGSTON ST,,,,KINGSTON ST intersection,,27251
21254000,PROSPECT AVE,CORTLAND AVE,,,,CORTLAND AVE intersection,,27253
21261000,PROSPECT AVE,SANTA MARINA ST,,,,SANTA MARINA ST intersection,,27255
25798000,PROSPER ST,16TH ST \ JOSE SARRIA CT,,,,16TH ST \ JOSE SARRIA CT intersection,,27256
25799000,PROSPER ST,17TH ST,,,,17TH ST intersection,,27258
22879000,PUBLIC PARK,KENSINGTON WAY,,,,KENSINGTON WAY intersection,,27259
22877000,PUBLIC PARK,GRANVILLE WAY,,,,GRANVILLE WAY intersection,,27261
22876000,PUBLIC PARK,ALLSTON WAY,,,,ALLSTON WAY intersection,,27263
22956000,PUBLIC PARK,DORCHESTER WAY,,,,DORCHESTER WAY intersection,,27265
20411000,PUEBLO ST,VELASCO AVE,,,,VELASCO AVE intersection,,27266
50985000,PUEBLO ST,END,,,,END intersection,,27268
51920000,PULASKI AVE,DONAHUE ST,,,,DONAHUE ST intersection,,27269
50846000,PULASKI AVE,END,,,,END intersection,,27271
21061000,PUTNAM ST,CORTLAND AVE,,,,CORTLAND AVE intersection,,27272
21058000,PUTNAM ST,JARBOE AVE,,,,JARBOE AVE intersection,,27274
21057000,PUTNAM ST,TOMPKINS AVE,,,,TOMPKINS AVE intersection,,27276
28200000,PUTNAM ST,OGDEN AVE,,,,OGDEN AVE intersection,,27278
33662000,PUTNAM ST,CRESCENT AVE,,,,CRESCENT AVE intersection,,27280
28073000,PUTNAM ST,ALEMANY BLVD \ HWY 101 S OFF RAMP,,,,ALEMANY BLVD \ HWY 101 S OFF RAMP intersection,,27282
25634000,QUANE ST,21ST ST,,,,21ST ST intersection,,27283
25630000,QUANE ST,22ND ST,,,,22ND ST intersection,,27285
25615000,QUANE ST,23RD ST,,,,23RD ST intersection,,27287
25616000,QUANE ST,24TH ST,,,,24TH ST intersection,,27289
51545000,QUARRY RD,FERNANDEZ ST,,,,FERNANDEZ ST intersection,,27290
51985000,QUARRY RD,END,,,,END intersection,,27292
22329000,QUARTZ WAY,AMBER DR,,,,AMBER DR intersection,,27293
22328000,QUARTZ WAY,TURQUOISE WAY,,,,TURQUOISE WAY intersection,,27295
51915000,QUEBEC AVE,DONAHUE ST,,,,DONAHUE ST intersection,,27296
50847000,QUEBEC AVE,END,,,,END intersection,,27298
33140000,QUESADA AVE,ARELIOUS WALKER DR,,,,ARELIOUS WALKER DR intersection,,27299
20075000,QUESADA AVE,GRIFFITH ST,,,,GRIFFITH ST intersection,,27301
20074000,QUESADA AVE,CRISP RD,,,,CRISP RD intersection,,27303
20117000,QUESADA AVE,HAWES ST,,,,HAWES ST intersection,,27305
20135000,QUESADA AVE,INGALLS ST,,,,INGALLS ST intersection,,27307
20153000,QUESADA AVE,JENNINGS ST,,,,JENNINGS ST intersection,,27309
20161000,QUESADA AVE,KEITH ST,,,,KEITH ST intersection,,27311
20497000,QUESADA AVE,LANE ST,,,,LANE ST intersection,,27313
20496000,QUESADA AVE,03RD ST,,,,03RD ST intersection,,27315
20663000,QUESADA AVE,NEWHALL ST,,,,NEWHALL ST intersection,,27317
50870000,QUESADA AVE,END,,,,END intersection,,27319
33249000,QUESADA AVE,PHELPS ST,,,,PHELPS ST intersection,,27321
33248000,QUESADA AVE,TAMPA LN,,,,TAMPA LN intersection,,27323
51721000,QUESADA AVE,END,,,,END intersection,,27325
20683000,QUESADA AVE,QUINT ST,,,,QUINT ST intersection,,27327
20694000,QUESADA AVE,SILVER AVE,,,,SILVER AVE intersection,,27329
20751000,QUESADA AVE,RANKIN ST,,,,RANKIN ST intersection,,27331
20756000,QUESADA AVE,SELBY ST,,,,SELBY ST intersection,,27333
20757000,QUESADA AVE,INDUSTRIAL ST,,,,INDUSTRIAL ST intersection,,27335
54011000,QUICKSTEP LN,ELLIS ST,,,,ELLIS ST intersection,,27336
54012000,QUICKSTEP LN,END,,,,END intersection,,27338
50225000,QUINCY ST,END,,,,END intersection,,27339
24743000,QUINCY ST,PINE ST,,,,PINE ST intersection,,27341
24746000,QUINCY ST,CALIFORNIA ST,,,,CALIFORNIA ST intersection,,27343
33117000,QUINT ST,ARTHUR AVE,,,,ARTHUR AVE intersection,,27344
20252000,QUINT ST,CUSTER AVE,,,,CUSTER AVE intersection,,27346
20696000,QUINT ST,DAVIDSON AVE,,,,DAVIDSON AVE intersection,,27348
20697000,QUINT ST,EVANS AVE,,,,EVANS AVE intersection,,27350
20687000,QUINT ST,JERROLD AVE,,,,JERROLD AVE intersection,,27351
33120000,QUINT ST,MCKINNON AVE,,,,MCKINNON AVE intersection,,27353
20688000,QUINT ST,NEWCOMB AVE,,,,NEWCOMB AVE intersection,,27355
20692000,QUINT ST,OAKDALE AVE,,,,OAKDALE AVE intersection,,27357
20690000,QUINT ST,DRUMMOND ALY,,,,DRUMMOND ALY intersection,,27359
20691000,QUINT ST,PALOU AVE \ SILVER AVE,,,,PALOU AVE \ SILVER AVE intersection,,27361
20683000,QUINT ST,QUESADA AVE,,,,QUESADA AVE intersection,,27363
33250000,QUINT ST,REVERE AVE,,,,REVERE AVE intersection,,27365
20682000,QUINT ST,REVERE AVE,,,,REVERE AVE intersection,,27367
20732000,QUINT ST,MADDUX AVE \ UNNAMED 021,,,,MADDUX AVE \ UNNAMED 021 intersection,,27369
20735000,QUINT ST,THOMAS AVE,,,,THOMAS AVE intersection,,27371
20733000,QUINT ST,TOPEKA AVE,,,,TOPEKA AVE intersection,,27372
20738000,QUINT ST,SANTA FE AVE,,,,SANTA FE AVE intersection,,27374
20736000,QUINT ST,SCOTIA AVE,,,,SCOTIA AVE intersection,,27376
20647000,QUINT ST,THORNTON AVE \ WATERVILLE ST,,,,THORNTON AVE \ WATERVILLE ST intersection,,27377
20644000,QUINT ST,BANCROFT AVE,,,,BANCROFT AVE intersection,,27379
20643000,QUINT ST,CARROLL AVE,,,,CARROLL AVE intersection,,27381
20642000,QUINT ST,BAY SHORE BLVD,,,,BAY SHORE BLVD intersection,,27383
50548000,QUINTARA ST,END,,,,END intersection,,27384
22982000,QUINTARA ST,10TH AVE,,,,10TH AVE intersection,,27386
27096000,QUINTARA ST,CRAGMONT AVE,,,,CRAGMONT AVE intersection,,27388
27095000,QUINTARA ST,12TH AVE,,,,12TH AVE intersection,,27390
23002000,QUINTARA ST,FUNSTON AVE,,,,FUNSTON AVE intersection,,27392
27117000,QUINTARA ST,14TH AVE,,,,14TH AVE intersection,,27394
23189000,QUINTARA ST,15TH AVE \ FANNING WAY,,,,15TH AVE \ FANNING WAY intersection,,27396
23190000,QUINTARA ST,16TH AVE,,,,16TH AVE intersection,,27398
